"","stabr","fscskey","libid","libname","address","city","cnty","zip","zip4","addres_m2000","city_m2000","zip_m2000","zip4_m2000","phone2000","c_relatn","c_legbas","c_admin","c_fscs","geocode2000","popu_lsa2000","popu_und2000","centlib2000","branlib2000","bkmob2000","master2000","libraria2000","othpaid2000","totstaff2000","locgvt2000","stgvt2000","fedgvt2000","othincm2000","totincm2000","salaries2000","benefit2000","staffexp2000","totexpco2000","othopexp2000","totopexp2000","capital2000","bkvol2000","audio2000","video2000","subscrip2000","hrs_open2000","visits2000","referenc2000","totcir2000","loanto2000","loanfm2000","kidcircl2000","kidatten2000","elmatexp2000","elaccexp2000","elmats2000","elsvcacc2000","inetacc2000","inetuse2000","stfterms2000","gpterms2000","eres_usr2000","pub_fips2000","cntyfips2000","yr_sub2000","obereg2000","rstatus2000"
"1867","IL","IL0202","1890","GENEVA P.L.D.","127 JAMES ST.","GENEVA","KANE","60134","2277","127 JAMES ST.","GENEVA","60134","2277","6302320780","ME","SD","SO","Y","OTH",21310,21310,1,0,0,8.53,10.4,25.57,35.97,2100673,83828,0,186097,2370598,977018,172865,1149883,249391,610703,2009977,103434,121806,6491,3560,269,3536,188020,39052,320137,5723,10289,192068,6204,30500,120000,155,"Y","Y","PE",28,2,-1,"17","089",2001,"03",2
"1868","IL","IL0203","1900","GENOA P.L.D.","232 WEST MAIN STREET","GENOA","DEKALB","60135","1197","232 WEST MAIN STREET","GENOA","60135","1197","8157842627","ME","SD","SO","Y","OTH",3083,3083,1,0,0,0,1.35,1.55,2.9,102210,19053,0,0,121263,39395,0,39395,20999,10089,70483,0,19757,283,268,62,1664,15963,9674,19709,241,355,10830,464,584,0,26,"Y","Y","PI",3,11,-1,"17","037",2001,"03",2
"1869","IL","IL0204","1910","GEORGETOWN P.L.","107 E.WEST STREET","GEORGETOWN","VERMILION","61846","1747","107 E.WEST STREET","GEORGETOWN","61846","1747","2176622164","ME","CI","SO","Y","CI1",3678,3678,1,0,0,0,1.13,0,1.13,21640,4953,4000,9694,40287,NA,NA,NA,4785,NA,35812,0,18836,230,259,24,1924,10000,4420,25569,3560,4799,7519,1255,0,102,51,"Y","Y","PE",2,2,-1,"17","183",2001,"03",2
"1870","IL","IL0205","1920","MOYER LIB.","307 N. SANGAMON AVE.","GIBSON CITY","FORD","60936","1255","307 N. SANGAMON AVE.","GIBSON CITY","60936","1255","2177845343","ME","CI","SO","Y","CI1",3396,3396,1,0,0,0,0.88,2.45,3.33,57071,18039,2000,7607,84717,44069,199,44268,11459,16293,72020,0,30922,193,678,59,1872,10591,4976,30483,4604,6083,13650,2911,75,6372,66,"Y","Y","PE",1,2,-1,"17","053",2001,"03",2
"1871","IL","IL0206","1930","GILLESPIE P.L.","201 WEST CHESTNUT","GILLESPIE","MACOUPIN","62033","1506","201 WEST CHESTNUT","GILLESPIE","62033","1506","2178393614","ME","CI","SO","Y","CI1",3673,3673,1,0,0,0,1.6,0.45,2.05,30558,8617,4500,5869,49544,23329,720,24049,6476,9324,39849,0,19117,94,596,30,1664,17500,6396,12822,69,475,2672,225,0,0,2,"N","Y","PE",2,1,-1,"17","117",2001,"03",2
"1872","IL","IL0207","1940","GILMAN AREA D.L.","117 EAST SECOND STREET","GILMAN","IROQUOIS","60938","0335","P.O. BOX 335","GILMAN","60938","0335","8152657522","ME","SD","SO","Y","OTH",3084,3084,1,0,0,0,1,0.81,1.81,125784,6127,0,20238,152149,NA,NA,NA,16031,NA,82985,0,14583,195,321,58,2080,12584,4940,13179,1407,1034,4313,230,0,3932,8,"Y","Y","PE",1,2,-1,"17","075",2001,"03",2
"1873","IL","IL0208","1950","GIRARD TWP. LIB.","201 WEST MADISON STREET","GIRARD","MACOUPIN","62640","1551","201 WEST MADISON STREET","GIRARD","62640","1551","2176272414","ME","CI","SO","Y","OTH",2454,2454,1,0,0,0,1.15,0,1.15,24864,3027,0,5404,33295,NA,NA,NA,7763,NA,34070,0,21622,485,389,78,1560,12561,1867,13435,3,273,2797,300,0,100,20,"Y","Y","PE",0,1,-1,"17","117",2001,"03",2
"1874","IL","IL0209","1960","GLEN ELLYN P.L.","400 DUANE STREET","GLEN ELLYN","DOUGLAS","60137","4508","400 DUANE STREET","GLEN ELLYN","60137","4508","6304690879","ME","CI","SO","Y","OTH",26093,26093,1,0,0,9.76,9.76,22.27,32.03,1357734,57613,0,208198,1623545,811069,140349,951418,240117,402751,1594286,8853,143651,8690,4326,375,3536,216427,45442,391992,5989,8526,186561,6797,17750,103380,266,"Y","Y","PE",18,4,-1,"17","041",2001,"03",2
"1875","IL","IL0210","1970","GLENCOE P.L.","320 PARK AVENUE","GLENCOE","COOK","60022","1526","320 PARK AVENUE","GLENCOE","60022","1526","8478355056","ME","CI","SO","Y","OTH",8499,8499,1,0,0,6.15,7.09,10.51,17.6,1131864,19804,0,141896,1293564,603550,174457,778007,167803,115998,1061808,226521,77934,4932,2501,232,3562,137623,31290,155795,4166,4522,57379,1585,25565,62627,437,"Y","Y","PE",11,4,-1,"17","031",2001,"03",2
"1876","IL","IL0211","1980","GLENSIDE P.L.D.","25 E FULLERTON AVE.","GLENDALE HEIGHTS","DOUGLAS","60139","2697","25 E FULLERTON AVE.","GLENDALE HEIGHTS","60139","2697","6302601550","ME","SD","SO","Y","OTH",30032,30032,1,0,0,6.78,9.35,9.32,18.67,801343,43146,4400,167947,1016836,495975,91332,587307,91695,203883,882885,778027,65714,2204,1185,215,3120,241000,9835,116496,16,1854,65238,7347,4800,4100,1067,"Y","Y","PE",9,8,-1,"17","041",2001,"03",2
"1877","IL","IL0212","1990","GLENVIEW P.L.","1930 GLENVIEW ROAD","GLENVIEW","COOK","60025","2899","1930 GLENVIEW ROAD","GLENVIEW","60025","2899","8477297500","ME","CI","SO","Y","OTH",38437,38437,1,0,0,17.4,23.4,37.58,60.98,2990608,76418,231004,0,3298030,1913192,470002,2383194,605910,537140,3526244,133904,254946,21842,8346,931,3744,476754,81561,725589,1206,1512,379798,8275,72246,30879,390,"Y","Y","PE",34,13,-1,"17","031",2001,"03",2
"1878","IL","IL0213","2000","GLENWOOD-LYNWOOD P.L.D.","320 GLEWOOD-LANSING ROAD","GLENWOOD","COOK","60425","1753","320 GLEWOOD-LANSING ROAD","GLENWOOD","60425","1753","7087580090","ME","SD","SO","Y","OTH",17869,17869,1,0,0,2.63,3.92,4.97,8.89,243957,33412,4300,10688,292357,198372,32777,231149,71488,58887,361524,0,27693,954,202,107,3120,51232,2976,43514,1476,4372,14968,3832,2000,2000,23,"Y","Y","PE",4,3,-1,"17","031",2001,"03",2
"1879","IL","IL0214","2010","GOLCONDA P.L.","MAIN AND ADAMS","GOLCONDA","POPE","62938","0523","PO BOX 523","GOLCONDA","62938","0523","6186836531","ME","CI","SO","Y","CI1",823,823,1,0,0,0,0.97,0.05,1.02,4400,1015,0,5140,10555,NA,NA,NA,5077,NA,9676,0,18676,10,92,40,1612,3525,1317,10313,0,1181,1466,0,0,0,15,"Y","Y","PE",1,1,-1,"17","151",2001,"03",2
"1880","IL","IL0216","2020","GRANDE PRAIRIE P.L.D.","3479 W. 183RD ST.","HAZEL CREST","COOK","60429","2419","3479 W. 183RD ST.","HAZEL CREST","60429","2419","7087985563","ME","SD","SO","Y","OTH",29583,29583,1,0,0,1.88,2.81,13.76,16.57,928448,79646,4500,56870,1069464,378198,66158,444356,119711,258264,822331,130831,73196,9042,2062,210,3536,114953,38029,120485,4333,4323,38540,8586,10825,32261,30,"Y","Y","PE",7,5,-1,"17","031",2001,"03",2
"1881","IL","IL0217","2030","GRANITE CITY P.L.D.","2001 DELMAR AVENUE","GRANITE CITY","MADISON","62040","4590","2001 DELMAR AVENUE","GRANITE CITY","62040","4590","6184526238","ME","SD","MO","Y","OTH",40809,40809,1,1,0,5,5,20.75,25.75,940008,50344,0,39877,1030229,567866,204987,772853,137926,174615,1085394,24113,129145,5775,2985,383,6578,139537,20940,283212,14835,17529,123660,4469,1712,42505,192,"Y","Y","PE",10,6,-1,"17","119",2001,"03",2
"1882","IL","IL0218","2040","GRANT PARK LIB.","107 W. TAYLOR ST.","GRANT PARK","KANKAKEE","60940","0392","P.O. BOX 392","GRANT PARK","60940","0392","8154656047","ME","CI","SO","Y","OTH",1270,1270,1,0,0,0,0.63,0,0.63,16592,0,0,1191,17783,NA,NA,NA,4481,NA,21819,0,5622,11,213,1,1040,3295,2080,4978,0,642,2334,24,49,0,21,"Y","Y","PE",0,1,-1,"17","091",2001,"03",2
"1883","IL","IL0219","2060","GRAYSLAKE AREA P.L.D.","100 LIBRARY LANE","GRAYSLAKE","LAKE","60030","1684","100 LIBRARY LANE","GRAYSLAKE","60030","1684","8472235313","ME","SD","SO","Y","OTH",18796,18796,1,0,0,4.08,4.08,18,22.08,1620575,36239,25000,252840,1934654,674479,126272,800751,345252,286717,1432720,420914,98096,5433,5130,343,3432,117868,34226,288240,1009,2389,157303,4297,18635,73518,2079,"Y","Y","PE",27,6,-1,"17","097",2001,"03",2
"1884","IL","IL0220","2070","GRAYVILLE CARNEGIE P.L.","110 W. MILL","GRAYVILLE","WHITE","62844","1318","110 W. MILL","GRAYVILLE","62844","1318","6183757121","ME","CI","SO","Y","CI1",2043,2043,1,0,0,0,1.2,0.23,1.43,29120,3654,0,5018,37792,NA,NA,NA,3934,NA,40307,2506,13304,194,62,55,2366,7000,2860,6670,0,500,1520,20,179,2560,36,"Y","Y","PE",0,2,-1,"17","193",2001,"03",2
"1885","IL","IL0221","2080","GREEN HILLS P.L.D.","8611 W. 103RD STREET","PALOS HILLS","COOK","60465","1698","8611 W. 103RD STREET","PALOS HILLS","60465","1698","7085988446","ME","SD","SO","Y","OTH",30824,30824,1,0,0,2.81,2.81,11.21,14.02,781126,52118,12000,68772,914016,333206,88397,421603,92500,171313,685416,66259,69667,1730,2589,86,2834,132840,76221,213993,3,932,88423,5207,3007,34844,603,"Y","Y","PE",8,4,-1,"17","031",2001,"03",2
"1886","IL","IL0222","2100","GREENFIELD P.L.","515 CHESTNUT ST.","GREENFIELD","GREENE","62044","1304","PO BOX 214","GREENFIELD","62044","1304","2173682613","ME","CI","SO","Y","CI1",1162,1162,1,0,0,0,0.45,0.05,0.5,7670,1433,0,16000,25103,NA,NA,NA,2516,NA,22623,0,9125,60,193,39,936,7994,1768,12680,33,2336,3285,854,0,0,28,"Y","Y","PE",2,2,-1,"17","061",2001,"03",2
"1887","IL","IL0223","2110","GREENUP TWP. CARNEGIE LIB.","101 NORTH MILL STREET","GREENUP","CUMBERLAND","62428","0275","P.O. BOX 275","GREENUP","62428","0275","2179233616","ME","CI","SO","Y","OTH",2500,2500,1,0,0,0,1.05,0.06,1.11,27421,5763,0,9680,42864,NA,NA,NA,8366,NA,29372,133211,15894,353,229,57,1560,8216,2340,19543,0,155,8205,87,40,0,20,"N","N",NA,0,0,-1,"17","035",2001,"03",2
"1888","IL","IL0224","2120","GREENVILLE P.L.","414 WEST MAIN","GREENVILLE","BOND","62246","1615","414 WEST MAIN","GREENVILLE","62246","1615","6186643115","ME","CI","SO","Y","CI1",6438,6438,1,0,0,0,2.48,0.13,2.61,73006,17950,1700,12201,104857,43065,9466,52531,11237,31914,95682,7221,25054,207,898,96,2496,13523,4225,40046,2671,2765,16018,781,30,7255,9,"Y","Y","PE",1,3,-1,"17","005",2001,"03",2
"1889","IL","IL0225","2130","GRIDLEY D.P.L.","320 CENTER ST.","GRIDLEY","LIVINGSTON","61744","0370","P.O. BOX 370","GRIDLEY","61744","0370","3097472284","ME","SD","SO","Y","OTH",2024,2024,1,0,0,0,0.8,0.85,1.65,91452,9779,0,5210,106441,NA,NA,NA,12667,NA,67383,0,16637,305,37,64,2288,13581,2255,21249,144,576,10349,525,425,695,26,"Y","Y","PE",1,2,-1,"17","105",2001,"03",2
"1890","IL","IL0226","2140","GRIGGSVILLE P.L.","119 SOUTH COREY ST.","GRIGGSVILLE","PIATT","62340","0419","P. O. BOX 419","GRIGGSVILLE","62340","0419","2178332633","ME","CI","SO","Y","CI1",1218,1218,1,0,0,0,0.63,0.42,1.05,8937,2303,0,6347,17587,NA,NA,NA,1606,NA,17573,0,11329,5,54,39,1456,7480,2860,9774,238,116,2945,1629,0,115,30,"Y","Y","PE",2,1,-1,"17","147",2001,"03",2
"1891","IL","IL0227","2150","HAMILTON P.L.","861 BROADWAY","HAMILTON","HANCOCK","62341","1434","861 BROADWAY","HAMILTON","62341","1434","2178472219","ME","CI","SO","Y","CI1",3281,3281,1,0,0,0,1.38,0.38,1.76,36824,10383,0,3271,50478,NA,NA,NA,12170,NA,43780,0,23084,282,40,53,2444,10866,785,18650,20,600,6785,665,0,200,0,"Y","Y","PE",0,1,-1,"17","067",2001,"03",2
"1892","IL","IL0228","2180","HANOVER TWP. LIB.","204 JEFFERSON ST","HANOVER","JO DAVIESS","61041","0475","204 JEFFERSON ST","HANOVER","61041","0475","8155912125","ME","CI","SO","Y","OTH",1394,1394,1,0,0,0,0.63,0.05,0.68,24012,5535,0,28078,57625,NA,NA,NA,8114,NA,32525,13138,9413,145,348,44,1300,8020,780,7001,20,275,2696,312,185,3196,50,"Y","Y","PE",1,1,-1,"17","085",2001,"03",2
"1893","IL","IL0229","2190","HARRISBURG P.L.D.","2 WEST WALNUT STREET","HARRISBURG","SALINE","62946","1795","2 WEST WALNUT STREET","HARRISBURG","62946","1795","6182537455","ME","SD","SO","Y","OTH",13406,13406,1,0,0,0,1.81,1.18,2.99,154096,143586,2100,723606,1023388,58895,8306,67201,27217,38908,133326,782812,32238,726,537,92,3172,22500,1690,37465,1037,5242,19111,940,90,6832,62,"Y","Y","PE",4,2,-1,"17","165",2001,"03",2
"1894","IL","IL0230","2210","HARTFORD P.L.D.","143 WEST HAWTHORNE","HARTFORD","MADISON","62048","1099","143 WEST HAWTHORNE","HARTFORD","62048","1099","6182549394","ME","SD","SO","Y","OTH",1676,1676,1,0,0,0,1.4,1.05,2.45,77486,21060,2000,37687,138233,43827,7542,51369,3882,31670,86921,26304,29025,921,1010,30,1872,9699,2106,16455,2392,480,6070,430,117,3100,11,"Y","Y","PE",1,2,-1,"17","119",2001,"03",2
"1895","IL","IL0231","2220","DELOS F. DIGGINS LIB.","101 CHURCH BLVD.","HARVARD","MCHENRY","60011","3001","101 CHURCH BLVD.","HARVARD","60011","3001","8159434671","ME","CI","SO","Y","CI1",6567,6567,1,0,0,1,2,2.03,4.03,335836,149694,0,240608,726138,91354,22122,113476,28556,37004,179036,301387,24478,526,277,81,2496,24400,4134,31132,780,996,14277,2100,500,3230,6,"Y","Y","PE",3,2,-1,"17","111",2001,"03",2
"1896","IL","IL0232","2230","HARVEY P.L.D.","15441 TURLINGTON AVENUE","HARVEY","COOK","60426","3683","15441 TURLINGTON AVENUE","HARVEY","60426","3683","7083310757","ME","SD","SO","Y","OTH",35635,35635,1,0,0,2.63,2.63,9.4,12.03,502022,130981,25500,199212,857715,363649,101455,465104,107975,299853,872932,69693,86618,2355,3513,220,3640,197568,21455,54540,1496,2493,11283,2546,16478,110090,112,"Y","Y","PE",16,10,-1,"17","031",2001,"03",2
"1897","IL","IL0233","2240","HAVANA P.L.D.","201 WEST ADAMS STREET","HAVANA","MASON","62644","1321","201 WEST ADAMS STREET","HAVANA","62644","1321","3095434701","ME","SD","SO","Y","OTH",8313,8313,1,0,0,1.25,3.63,1.07,4.7,170203,21802,0,21122,213127,110267,32517,142784,27776,48623,219183,31162,33672,355,844,198,2496,20600,2411,25204,150,273,9923,2223,565,6812,33,"Y","Y","PE",5,3,-1,"17","125",2001,"03",2
"1898","IL","IL0234","2250","HAYNER P.L.D.","326 BELLE STREET.","ALTON","MADISON","62002","6115","401 STATE STREET","ALTON","62002","6137","6184620651","ME","SD","MO","Y","OTH",52567,52567,1,2,0,4,4,33.77,37.77,1545787,170709,9500,237972,1963968,698551,250675,949226,243487,264353,1457066,0,153665,5666,7871,342,11284,443840,2739,360860,26137,17165,58321,3054,10732,58858,3428,"Y","Y","PE",16,17,-1,"17","119",2001,"03",2
"1899","IL","IL0235","2255","HECKER P.L.","151 WEST MONROE STRET","HECKER","MONROE","62248","0119","PO BOX 119","HECKER","62248","0119","6184733022","ME","CI","SO","Y","OTH",534,534,1,0,0,0,0.23,0,0.23,2467,2951,0,606,6024,NA,NA,NA,423,NA,8898,0,4690,20,133,12,494,978,1092,1648,0,421,1032,170,50,285,16,"Y","Y","PE",0,1,-1,"17","133",2001,"03",2
"1900","IL","IL0236","2260","HENDERSON COUNTY P.L.D.","208 EAST MAIN STREET","BIGGSVILLE","HENDERSON","61418","0159","P. O. BOX 159","BIGGSVILLE","61518","0159","3096272450","ME","SD","MO","Y","OTH",8096,8096,1,0,1,0,2.63,0.3,2.93,138638,140223,11300,14096,304257,57472,9212,66684,23610,24106,114400,58998,33087,545,63,5,3536,21500,4394,39618,1117,746,22230,165,0,120,53,"Y","Y","PE",0,3,-1,"17","071",2001,"03",2
"1901","IL","IL0237","2270","HENRY P.L.","702 FRONT ST.","HENRY","MARSHALL","61537","1527","P.O. BOX 183","HENRY","61537","0183","3093642516","ME","CI","SO","Y","CI1",2591,2591,1,0,0,0,1,1.13,2.13,67835,4698,0,51513,124046,38222,8610,46832,17921,13432,78185,5176,23185,714,294,62,1612,15678,2652,19386,260,200,7468,208,795,527,5,"Y","Y","PE",2,1,-1,"17","123",2001,"03",2
"1902","IL","IL0238","2280","HERRICK TWP. P.L.","RR#1 BOX 166B","HERRICK","SHELBY","62431","0166","RR#1 BOX 166B","HERRICK","62431","0166","6184285223","ME","CI","SO","Y","OTH",628,628,1,0,0,0,0.5,0,0.5,3557,775,900,80,5312,NA,NA,NA,475,NA,5904,0,6436,0,123,4,1040,5709,14,5630,4,96,4398,480,0,0,16,"Y","Y","PE",1,2,-1,"17","173",2001,"03",2
"1903","IL","IL0239","2290","HERRIN CITY LIB.","120 NORTH 13TH STREET","HERRIN","WILLIAMSON","62948","3233","120 NORTH 13TH STREET","HERRIN","62948","3233","6189426109","ME","CI","SO","Y","CI1",10857,10857,1,0,0,1,2,0.88,2.88,96040,13994,1720,22475,134229,64141,24535,88676,16648,30594,135918,0,32645,236,231,72,2808,37398,5824,54083,2792,5235,13530,2785,500,6000,23,"Y","Y","PE",3,2,-1,"17","199",2001,"03",2
"1904","IL","IL0240","2300","HEYWORTH P.L.D.","119 E. MAIN STREET","HEYWORTH","MCLEAN","61745","0469","P.O. BOX 469","HEYWORTH","61745","0469","3094732313","ME","SD","SO","Y","OTH",4523,4523,1,0,0,0,1.74,0.53,2.27,92284,5580,0,17814,115678,42590,3252,45842,22245,16687,84774,11217,20287,932,890,103,2314,25600,6422,33507,187,260,9937,725,335,2235,335,"Y","Y","PI",1,0,-1,"17","113",2001,"03",2
"1905","IL","IL0241","2310","LOUIS LATZER MEM. P.L.","1001 9TH. STREET","HIGHLAND","MADISON","62249","0188","P.O. BOX 188","HIGHLAND","62249","0188","6186545066","ME","CI","SO","Y","CI1",8011,8011,1,0,0,0,2.35,4,6.35,137623,19023,0,75306,231952,114394,4061,118455,30480,59206,208141,32545,41432,1318,1364,96,2496,77273,40898,107140,6169,6092,36305,1978,768,19050,98,"Y","Y","PE",5,3,-1,"17","119",2001,"03",2
"1906","IL","IL0242","2320","HIGHLAND PARK P.L.","494 LAUREL AVENUE","HIGHLAND PARK","LAKE","60035","2690","494 LAUREL AVENUE","HIGHLAND PARK","60035","2690","8474320216","ME","CI","SO","Y","CI1",30575,30575,1,0,0,12.5,13.5,26.49,39.99,2474190,50183,0,164369,2688742,1378349,123355,1501704,428290,355883,2285877,359311,192606,10601,4663,772,3588,561608,54262,513233,3381,2410,177437,9179,57566,20486,593,"Y","Y","PE",25,11,-1,"17","097",2001,"03",2
"1907","IL","IL0243","2330","HIGHWOOD P.L.","102 HIGHWOOD AVENUE","HIGHWOOD","LAKE","60040","1579","102 HIGHWOOD AVENUE","HIGHWOOD","60040","1579","8474325404","ME","CI","SO","Y","CI1",5331,5331,1,0,0,0,3.39,0.95,4.34,98763,9077,16870,36962,161672,82795,12053,94848,39544,10426,144818,16256,45944,2961,1091,90,2184,27284,5460,31206,261,43,10467,2350,6895,10294,346,"Y","Y","PE",3,4,-1,"17","097",2001,"03",2
"1908","IL","IL0244","2340","HILLSBORO P.L.","214 SCHOOL STREET","HILLSBORO","MONTGOMERY","62049","1547","214 SCHOOL STREET","HILLSBORO","62049","1547","2175323055","ME","CI","SO","Y","CI1",4400,4400,1,0,0,0,1.68,0.95,2.63,2025,40950,1567,21764,66306,38812,4277,43089,11457,14036,68582,0,19871,193,316,40,2496,12149,9382,18309,3,82,4777,591,0,600,38,"Y","Y","PE",1,2,-1,"17","135",2001,"03",2
"1909","IL","IL0245","2360","HILLSIDE P.L.","405 N. HILLSIDE AVENUE","HILLSIDE","COOK","60162","1295","405 N. HILLSIDE AVENUE","HILLSIDE","60162","1295","7084497510","ME","CI","SO","Y","OTH",7672,7672,1,0,0,1.88,2.81,6.86,9.67,376320,45722,9065,58114,489221,213279,41658,254937,70539,97886,423362,23957,51757,2057,2467,192,3016,51700,4570,76591,1950,1417,40116,2403,5000,16000,77,"Y","Y","PE",4,2,-1,"17","031",2001,"03",2
"1910","IL","IL0246","2380","HINSDALE P.L.","20 E. MAPLE ST.","HINSDALE","DOUGLAS","60521","3432","20 E. MAPLE ST.","HINSDALE","60521","3432","6309861976","ME","CI","SO","Y","OTH",17498,17498,1,0,0,9.39,11.39,17.25,28.64,1262083,37737,8800,222926,1531546,788383,160841,949224,225532,201770,1376526,104646,121873,4056,1938,340,3614,229507,44678,255615,5813,9540,121744,16081,1805,80003,1551,"Y","Y","PE",16,9,-1,"17","041",2001,"03",2
"1911","IL","IL0247","2390","HODGKINS P.L.D.","6500 WENZ AVE.","HODGKINS","COOK","60525","7632","6500 WENZ AVE.","HODGKINS","60525","7632","7085791844","ME","SD","SO","Y","OTH",1963,1963,1,0,0,1,2,3.52,5.52,190633,23168,3500,21536,238837,113711,15451,129162,37226,76821,243209,13719,37823,302,1966,129,2236,63500,1456,40346,1628,594,15896,1702,520,900,19,"Y","Y","PE",0,4,-1,"17","031",2001,"03",2
"1912","IL","IL0248","2400","HOMER COMMUNITY LIB.","101 N. MAIN STREET","HOMER","CHAMPAIGN","61849","1223","101 N. MAIN STREET","HOMER","61849","1223","2178962121","ME","CI","SO","Y","OTH",1264,1264,1,0,0,0,0.8,0,0.8,11860,1659,5965,651,20135,NA,NA,NA,2300,NA,13488,0,11893,25,583,18,1508,5400,728,9525,196,395,4483,288,0,0,38,"Y","Y","PI",1,0,-1,"17","019",2001,"03",2
"1913","IL","IL0249","2405","HOMER TWP. P.L.D.","14320 W. 151ST STREET","LOCKPORT","WILL","60441","6776","14320 W. 151ST STREET","LOCKPORT","60441","6776","7083017908","ME","SD","SO","Y","OTH",21464,21464,1,0,0,1,1,11.6,12.6,911739,44479,15000,53152,1024370,264849,68351,333200,222040,150432,705672,95746,89845,3944,1003,180,3380,159817,406328,202685,7616,3223,112939,2053,2344,46135,89,"Y","Y","PE",6,4,-1,"17","197",2001,"03",2
"1914","IL","IL0250","2410","HOMETOWN P.L.","4331 SOUTHWEST HIGHWAY","HOMETOWN","COOK","60456","1161","4331 SOUTHWEST HIGHWAY","HOMETOWN","60456","1161","7086360997","ME","CI","SO","Y","CI1",4769,4769,1,0,0,0,1.63,1.55,3.18,53629,6911,0,3602,64142,38725,0,38725,15844,7120,61689,1327,24529,594,799,92,2080,17264,6942,15445,0,238,3776,130,1130,0,34,"N","Y","PE",1,1,-1,"17","031",2001,"03",2
"1915","IL","IL0251","2420","HOMEWOOD P.L.D.","17917 DIXIE HIGHWAY","HOMEWOOD","COOK","60430","1794","17917 DIXIE HIGHWAY","HOMEWOOD","60430","1794","7087980121","ME","SD","SO","Y","OTH",20848,20848,1,0,0,1.85,4.53,18.73,23.26,1350439,156782,0,115000,1622221,702000,1e+05,802000,170000,3e+05,1272000,6000,131036,3772,3023,275,3380,305000,42000,324000,7000,8600,140000,4200,8000,4000,1513,"Y","Y","PE",16,7,-1,"17","031",2001,"03",2
"1916","IL","IL0252","2430","HOOPESTON P.L.D.","110 NORTH FOURTH","HOOPESTON","VERMILION","60942","1499","110 NORTH FOURTH","HOOPESTON","60942","1499","2172836711","ME","SD","SO","Y","OTH",10838,10838,1,0,0,0,2.88,1.93,4.81,230527,17330,7630,147410,402897,111773,20036,131809,25719,78127,235655,0,35386,1284,617,144,2912,43004,1475,56155,4514,2316,26147,4453,182,14903,51,"Y","Y","PE",6,7,-1,"17","183",2001,"03",2
"1917","IL","IL0253","2440","ILLINOIS PRAIRIE D.P.L.","208 E. PARTRIDGE STREET","METAMORA","WOODFORD","61548","0770","P.O. BOX 770","METAMORA","61548","0770","3093674594","ME","SD","MO","Y","OTH",17749,17749,1,5,0,1,1,6.94,7.94,399293,30613,1000,27949,458855,166968,51407,218375,83803,122583,424761,0,103908,4177,3365,163,4108,31116,2496,120005,1514,2261,51881,1813,1245,23674,186,"Y","Y","PE",8,4,-1,"17","203",2001,"03",2
"1918","IL","IL0254","2450","ILLIOPOLIS/NIANTIC P.L.D.","6TH & MARY STREETS","ILLIOPOLIS","MACON","62539","0327","6TH & MARY STREETS","ILLIOPOLIS","62539","0327","2174865561","ME","SD","SO","Y","OTH",2296,2296,1,0,0,0,1.75,1.2,2.95,56725,10382,0,9383,76490,29543,2260,31803,9813,31944,73560,0,17939,227,523,51,1820,12110,468,16304,851,991,7117,648,500,2000,89,"Y","Y","PE",1,3,-1,"17","115",2001,"03",2
"1919","IL","IL0255","2460","INDIAN TRAILS P.L.D.","355 S. SCHOENBECK RD.","WHEELING","COOK","60090","4499","355 S. SCHOENBECK RD.","WHEELING","60090","4499","8474594100","ME","SD","MO","Y","OTH",58789,58789,1,0,1,12.32,18.79,40.35,59.14,3293059,128065,0,268600,3689724,1663557,439052,2102609,385779,856242,3344630,411471,209979,13111,9959,564,3744,348721,82783,669831,7331,3629,368961,22251,23862,20466,603,"Y","Y","PE",71,31,-1,"17","031",2001,"03",2
"1920","IL","IL0256","2470","ITASCA COMMUNITY LIB.","500 W IRVING PARK ROAD","ITASCA","DOUGLAS","60143","2093","500 W IRVING PARK ROAD","ITASCA","60143","2093","6307731699","ME","CI","SO","Y","OTH",7585,7585,1,0,0,3.7,3.7,11.68,15.38,808376,21644,0,77109,907129,422742,115821,538563,100662,165143,804368,197280,65509,2209,1676,224,3536,67000,14473,116988,3347,2113,53010,4124,7380,43630,268,"Y","Y","PE",12,3,-1,"17","041",2001,"03",2
"1921","IL","IL0257","2480","JACKSONVILLE P.L.","201 WEST COLLEGE","JACKSONVILLE","MORGAN","62650","2433","201 WEST COLLEGE","JACKSONVILLE","62650","2433","2172435435","ME","CI","SO","Y","CI1",19327,19327,1,0,0,3,5.31,6.88,12.19,316641,64262,0,79287,460190,213554,35282,248836,65144,112084,426064,0,93143,3673,2848,132,3380,74256,3793,99465,265,440,40989,3966,3500,12000,16,"Y","Y","PE",3,1,-1,"17","137",2001,"03",2
"1922","IL","IL0258","2490","JERSEYVILLE P.L.","105 NORTH LIBERTY STREET","JERSEYVILLE","JERSEY","62052","1562","105 NORTH LIBERTY STREET","JERSEYVILLE","62052","1562","6184989514","ME","CI","SO","Y","CI1",7372,7372,1,0,0,0,1.9,4.55,6.45,212087,23325,0,45734,281146,131861,46323,178184,30214,56564,264962,5897,44360,1062,1593,120,3744,80316,8138,100374,6451,11190,36477,3462,64,1384,30,"Y","Y","PE",4,6,-1,"17","083",2001,"03",2
